e1,c1,s1,e2,c2,s2,e10,c10,s10,e100,c100,s100,
0.535861,11.3641,4,0.223386,0.0338952,2.5,1.03281,-1.55991,2.8,0.8612,-0.0651619,3.42,
3.6443,0.18165,1,0.25651,1.53783,1.5,0.976174,-0.509617,3.7,1.00265,0.251697,3.56,
1.19625,8.41687,4,1.72087,1.51041,4,1.45871,5.09924,4.3,0.935745,-0.817307,3.41,
0.412585,-5.61657,5,2.12024,3.17994,5.5,0.722336,-1.26693,3.6,0.911383,0.491164,3.17,
0.825267,0.667972,1,0.96624,-2.25895,4.5,1.06444,1.11968,4.2,1.193,0.390859,3.49,
0.441379,-1.97474,4,0.778333,0.270923,5.5,1.1776,-6.25315,2.9,0.919286,-0.0308523,3.63,
0.595503,0.598305,3,0.343215,-1.41632,4,1.02983,-0.809018,3.9,0.938167,-0.555181,3.29,
0.0364808,0.32695,5,1.50116,0.382341,3.5,0.852086,1.00304,2.5,1.1245,2.04296,4.22,
0.882858,-1.04136,3,1.44326,2.00018,3,0.703597,-2.11849,3,0.875382,2.32561,3.61,
0.668095,-0.142189,3,0.436911,3.69034,3,1.35792,0.230964,3.7,1.15265,-1.59501,3.31,
1.84841,0.436336,1,1.15952,-3.35913,2,1.42003,-0.698312,4.1,0.92911,0.321445,3.42,
0.533494,0.805619,2,0.358512,0.638399,5.5,0.784191,7.54191,4.6,0.972317,0.18015,3.45,
0.874105,0.995632,2,1.00033,-0.748636,3.5,1.53431,2.99126,4.5,0.970785,0.0380168,3.24,
0.336362,-1.61356,5,0.712514,-0.972277,2,0.767731,2.76332,3,0.878465,-3.56769,3.51,
0.467539,-2.28057,5,0.596211,0.770751,2.5,1.14439,0.653353,3.6,1.19185,-1.16871,3.37,
0.0988188,70.9019,2,0.644212,-0.354623,1.5,0.79448,0.41227,3.9,0.965098,1.37491,3.39,
0.0408264,0.750805,6,0.153855,-2.62219,3.5,0.887789,-0.154916,3.4,1.08628,0.157732,3.65,
0.538318,-0.11924,5,0.717705,-0.971869,2.5,0.985623,0.669247,4,0.924631,2.09117,3.39,
2.56891,-9.56335,5,2.02615,0.0657847,3,0.915595,-1.01237,4.5,1.07467,6.92294,3.51,
0.0514228,0.569621,5,1.68403,3.88625,4,0.922796,0.495754,3.3,0.92662,-3.2138,3.75,
0.226669,0.0976662,3,0.55916,1.32214,2.5,0.62272,-16.0774,3.7,1.10157,0.219415,3.59,
0.939556,-1.0857,6,1.59106,0.719231,2.5,0.958415,-0.247391,3.3,0.886261,1.21117,3.82,
0.754336,1.18409,4,0.948675,1.28343,4,0.995754,0.0588106,3.7,0.937739,1.47401,3.38,
0.580046,0.0758644,2,1.31359,-3.03112,4.5,0.634776,0.593635,3.4,0.898605,-1.23836,3.63,
0.943501,0.179831,1,2.27905,-0.3602,2.5,0.940238,1.73591,4,0.940532,4.80329,3.69,
0.433047,-1.18461,1,1.039,0.426607,3.5,0.948923,1.56933,3.7,0.91214,2.18379,3.72,
0.285936,0.33012,5,0.256729,7.92118,5,0.709062,-6.31496,3.1,1.00662,1.15864,3.6,
0.816593,-0.594498,4,0.412189,-0.224308,3.5,0.963416,-9.95447,4.3,0.893074,-1.95708,3.54,
0.477898,-0.00607297,4,0.515574,0.950708,4,0.822433,-0.59552,3.7,1.09776,-4.14015,3.64,
1.36412,-0.343102,4,1.06331,1.4469,2,0.875993,-2.82186,2.8,1.00586,0.421732,3.18,
0.356378,-1.33715,1,1.1259,-0.56237,3.5,1.31602,-13.7924,3.7,0.87947,-0.144804,3.6,
0.391615,-0.0984089,3,0.451474,-1.86223,3,1.3914,-1.73708,4.3,0.915424,4.00632,3.76,
0.833185,1.29575,5,0.589328,-0.737729,4,0.845226,-0.223433,3.1,0.937949,0.400985,3.66,
3.78161,-0.389747,3,0.631305,0.176062,4,0.690054,-21.4815,3.2,1.04285,1.34195,3.55,
0.0217317,1.54625,6,1.02165,-19.0585,1.5,1.19503,-7.886,3.6,0.835047,-1.91302,3.45,
0.0497837,0.398996,2,1.46052,-0.620692,4.5,1.01289,33.4686,3.6,0.970569,-0.37854,3.79,
0.0176707,0.271648,6,0.140409,-5.79464,5.5,1.30849,-2.99467,3.3,1.03421,2.64814,3.55,
1.30256,5.73033,5,0.736266,0.184702,2.5,1.05627,-3.06154,3.7,1.07053,0.716566,3.53,
0.0218274,-0.180924,1,0.673406,-1.04553,1.5,0.730155,0.431192,3.1,0.953206,0.119734,3.41,
1.17378,0.442047,1,0.782867,-1.87099,1,0.701992,-0.378073,3.3,0.858573,-0.979376,3.56,
1.59808,1.13625,4,1.3035,2.48463,2,0.492043,-0.436587,3,0.92651,0.825675,3.65,
0.567507,-0.410566,3,0.405635,0.666907,1.5,1.03749,-0.736023,3.3,1.05466,0.323571,3.8,
0.225765,-0.156504,6,1.21514,-0.698243,1,1.23841,-48.2614,4.6,1.07904,1.12753,3.66,
0.0897406,-0.404419,3,0.568301,0.831694,3.5,1.26058,0.87241,3.1,0.995787,28.1076,3.61,
0.56281,0.0643265,2,0.364848,-1.77805,3,1.0191,-0.398422,3.3,0.987021,-0.826049,3.53,
0.655102,-5.45972,4,0.702321,1.39651,2.5,0.945748,-0.644479,2.7,0.798382,0.100067,3.46,
0.690871,-1.49593,1,0.772086,-5.87042,2,1.34326,2.59556,3.7,1.12326,2.09931,3.35,
0.977051,-16.8658,6,0.139485,-5.68054,2.5,0.997213,-0.44635,4.2,0.9059,-0.838727,3.53,
0.300099,1.39893,4,0.513615,-1.07007,3.5,1.18316,0.687038,3.5,1.0628,10.553,3.49,
0.477357,0.753255,1,0.782689,-2.59562,4.5,1.24274,4.5511,4.3,1.0247,-0.881189,3.31,
0.857377,-1.3347,4,0.546324,1.30659,3.5,0.589234,0.537288,3.8,1.09094,-0.488082,3.36,
0.722244,0.24504,3,0.347311,-0.657057,1.5,0.741386,-5.09171,3.1,0.983015,2.86466,3.35,
1.98248,4.37436,4,0.818262,2.3742,4,1.22633,-0.398551,3.9,1.1707,2.65242,3.29,
0.398809,-0.211538,2,0.946116,4.83257,4,0.796831,-0.475012,3.7,0.865238,1.3232,3.89,
0.228095,-1.19927,4,2.15939,-3.54072,1.5,0.966261,11.6039,2.5,0.888072,-1.43188,3.36,
0.465691,0.453881,5,0.403612,0.200102,3.5,0.942659,-1.04069,3.5,1.06279,0.291937,3.35,
0.0175071,-6.34699,2,1.42815,-1.40105,5,1.00881,0.688621,4.3,0.995407,-13.4022,3.55,
0.908907,6.48197,2,0.634524,0.228389,3.5,1.36922,-0.636958,3.3,0.951361,0.373156,3.66,
0.611626,-0.390191,1,1.2102,0.81464,3,0.928234,-3.80382,3.9,1.0111,2.04024,3.6,
0.90151,-0.041136,4,0.79186,-1.87848,4,0.992093,-1.31213,3.5,0.939635,-0.914299,3.59,
3.20769,0.552221,1,0.625259,0.907132,5,1.04018,5.92525,3.3,1.01429,-0.253346,3.77,
0.0284599,-0.837618,1,1.56532,-0.985408,2.5,0.589833,56.4252,3.2,0.930246,-2.02695,3.19,
0.599685,0.310633,3,0.580139,-0.112627,5,1.19009,0.817925,3.6,1.16759,-1.78797,3.37,
0.723126,-3.88586,2,0.349049,2.0911,1.5,1.53608,5.04151,3.8,1.02174,-0.5945,3.63,
1.26086,0.286064,3,1.02795,-0.362843,3.5,1.09699,0.0848827,3.4,0.720485,0.27901,3.24,
1.82372,-0.0223936,3,0.729099,2.48998,3.5,0.908236,-3.24651,3.3,1.0313,-1.52233,3.53,
0.501693,4.02518,2,0.629837,-6.29865,5,0.74508,2.73382,3.9,1.29676,-0.942724,3.54,
0.115226,-0.331342,2,0.689843,-0.677363,3,1.59834,3.25966,4.1,0.99372,-0.568095,3.37,
3.10058,16.5129,2,0.997925,0.946219,3,1.15636,-0.528851,3.6,1.12723,0.263146,3.1,
1.68196,0.0946459,5,1.07795,1.5226,4,0.849531,0.61529,3.3,1.08178,0.247732,3.04,
3.35695,1.24179,6,0.592152,-6.27454,2.5,0.909697,-2.6686,3.2,0.966692,6.61677,3.5,
4.33531,0.958788,1,0.721083,-0.044871,1.5,0.521948,-1.07135,3.1,0.843481,-1.72546,3.76,
0.0358296,0.788311,2,1.07243,0.996235,2.5,1.01163,1.51235,3.4,1.08196,0.290255,3.52,
1.99814,8.96687,1,0.902297,-1.06994,3.5,1.07275,3.85914,3.7,0.882378,3.27119,3.92,
0.0937089,-1.17156,4,0.3139,0.817692,3,0.736949,-0.378686,3.3,0.967516,-0.733053,3.71,
0.614793,5.73714,3,0.329107,2.42384,4.5,1.49894,-0.0443511,2.7,1.22047,3.30429,3.42,
0.921923,-2.27196,3,0.131043,3.46952,3,0.701158,-0.236886,3.2,0.992169,-1.25499,3.4,
1.00615,-0.487068,3,0.15261,0.902838,1.5,0.583191,2.59549,3.1,0.914573,-0.583791,3.61,
0.441173,11.7164,1,2.1232,1.94596,6,0.660738,-0.587066,3.9,1.18109,-10.9527,3.99,
1.27537,0.266886,6,0.573857,-0.200729,2.5,1.50057,0.261582,3.5,0.823357,-1.1246,3.53,
4.22881,0.581987,1,0.334954,1.05067,4.5,0.605406,-0.187999,3,1.01961,0.661309,3.49,
0.106699,-10.0181,3,0.464262,-2.30957,5.5,1.19612,-1.94918,4,0.859233,-0.581308,3.55,
0.855469,0.000410659,3,2.16106,2.14633,5,1.54089,-0.129067,3.6,0.99842,-0.249308,3.48,
2.39354,-0.345069,5,3.03746,-0.214161,5,1.61324,0.608777,2.7,0.944528,0.402655,3.75,
0.986306,0.266172,6,0.563074,1.18073,4,0.661856,0.907911,3.6,0.904068,-0.113011,3.45,
0.989515,-0.266884,3,0.384203,7.80864,1.5,0.521495,0.182793,2.8,1.0362,-0.0118185,3.79,
0.0318696,4.65945,6,0.770452,1.05458,3,0.593235,-0.578528,3.7,1.06497,-2.69747,3.52,
0.584823,-0.0863244,4,0.517886,0.201398,2.5,1.4272,-0.517097,3.9,1.13148,2.39746,3.4,
0.915745,4.13337,6,0.073879,1.28284,3.5,1.83219,0.461078,3.3,0.875129,-19.6604,3.51,
0.22421,-7.97336,3,0.612962,4.72143,3,1.37891,1.736,3,1.03133,-1.89503,3.4,
0.518745,-2.82223,3,0.148826,-1.80881,4.5,1.23486,-0.0791138,3.4,1.07104,-20.933,3.12,
0.131456,0.0703173,5,1.09747,1.11157,5,1.39752,0.0901129,3.5,0.917986,-1.47602,3.29,
0.97357,1.46981,6,0.634124,-0.827322,3,1.19921,0.643188,2.4,0.899339,0.164465,3.19,
0.174654,-0.42567,3,1.16509,-23.1391,2,1.02631,-0.465967,3.5,0.988664,0.420203,3.33,
0.0260671,-0.0564091,5,0.724976,-0.138946,2.5,0.895995,-2.53783,3.1,1.13578,0.776855,3.38,
1.68296,-2.58545,5,0.320052,-0.319276,3,1.34375,0.0753903,2.5,1.23099,-1.25237,3.34,
1.12631,1.36244,6,0.138986,-2.75187,4,0.611815,-0.914537,4.2,1.02957,0.985483,3.43,
2.47135,0.019332,4,2.05464,1.63282,1.5,1.50505,-1.15969,3.1,1.04192,-1.58911,3.57,
0.370056,-0.749711,5,0.732796,1.34917,1,1.17024,0.565205,3.7,1.00968,4.26128,3.33,
2.62622,4.35806,5,0.116809,0.407009,5,0.957002,0.343851,4,1.01757,1.6575,3.6,
2.46055,1.98819,3,0.237696,-2.74503,2.5,0.885272,-34.6098,3.8,1.02673,2.07435,3.59,
0.30809,-0.177994,2,0.275147,3.53456,3,1.32077,-1.42282,3.8,0.975815,-0.13431,3.59,
0.168046,-0.147932,1,1.09148,6.05134,4.5,0.991229,0.245936,3.2,0.991732,2.83237,3.35,
0.754063,-0.115579,5,1.39183,-0.0553963,6,1.02209,-0.443064,3.6,1.13001,1.81715,3.25,
1.71781,1.20992,6,1.02033,0.415106,2.5,0.583705,-1.73755,3.2,1.08122,-0.518765,3.36,
0.175304,-0.892629,2,0.585197,0.38039,2.5,0.992997,-92.9148,4.1,0.974251,-9.48646,3.57,
0.470568,-6.11192,3,1.21391,-1.00358,2,0.647691,0.32316,4.6,0.893458,0.962607,3.74,
1.59847,1.10578,6,0.925367,1.44754,1.5,0.822629,0.623006,3.4,0.956349,-215.139,3.3,
3.41279,-5.42556,1,1.91976,-1.22424,2.5,0.987108,-1.2405,3.6,1.10089,-3.49686,3.64,
0.247117,0.800393,3,3.77156,1.6395,2.5,1.08135,0.481323,3.6,1.05161,0.10912,3.76,
1.17278,-0.853503,2,0.983567,4.13293,3.5,0.926826,-0.831869,3.6,1.1852,-0.466233,3.44,
0.285937,-0.385087,6,0.520603,-0.851761,3.5,1.14395,-3.36624,3.4,0.974246,1.34137,3.62,
0.0431001,-0.899841,2,0.0725671,-0.56745,2,1.11935,2.13088,3.8,1.09111,0.619344,3.71,
2.36806,-0.356899,2,0.091729,-3.59536,4.5,1.17717,0.862665,3.5,1.07461,-0.925815,3.41,
0.452456,-0.21783,1,0.452453,-1.99929,2.5,0.751672,-1.27729,3.9,1.01359,-0.207169,3.36,
0.0145741,11.1373,4,1.16969,-0.485468,3,1.10696,0.744091,3.5,0.90939,-0.0317542,3.58,
0.440187,-0.125295,5,0.696787,-1.39966,3,0.90407,0.434892,3.8,0.922882,-5.44976,3.26,
0.136157,-5.9905,2,1.6046,1.51211,3,1.58988,-6.27555,3.4,0.997094,-1.08331,3.62,
0.833358,1.41318,6,0.726198,1.67697,2,1.03829,-0.5281,3.7,0.890958,-0.284317,3.45,
0.349693,-1.12155,5,0.343654,0.430418,4.5,1.71718,-7.0979,3.9,1.01288,-0.311219,3.66,
0.863362,0.17773,4,1.2943,-0.267095,4.5,1.62299,1.63115,4.7,1.14558,0.793077,3.57,
0.951312,0.575176,2,3.02946,7.24326,2,0.928927,-0.496584,3.3,1.04787,-0.63371,3.7,
0.315608,0.276014,4,0.81084,-2.50171,3.5,1.38656,-0.481912,3.3,1.22548,-15.6062,3.55,
0.98987,-4.17857,4,0.422122,-0.227557,3.5,0.705375,-0.847884,4,0.976876,0.132447,3.51,
0.321487,-76.4547,4,0.574268,0.045951,5,0.861336,-0.435754,3.5,1.24596,-0.0679635,3.68,
2.38356,-0.834064,6,1.07911,1.7979,4,1.19542,3.70342,3.4,0.872262,-7.56263,3.37,
1.60145,2.20795,4,0.836357,-1.63161,2,1.20052,0.657092,3.9,0.999409,1.48885,3.45,
2.73174,0.335743,5,0.639124,-2.39552,3,1.64786,5.51441,3.4,1.01788,-1.11977,3.53,
0.760648,4.33212,6,0.620989,1.30365,2,1.52628,-0.530372,3.9,0.882688,-0.43227,3.66,
0.406043,0.668976,6,0.451251,-0.229555,5,1.01087,0.978767,3.2,0.889031,0.369177,3.68,
1.07803,-173.621,1,0.988027,7.03455,3.5,0.737206,0.993557,4.1,1.09754,-6.15696,3.56,
0.537968,0.513061,4,0.83289,0.424709,3,1.15685,-1.21353,3.5,1.14642,-9.57175,3.57,
1.9905,0.0350998,2,0.80555,-2.81814,4,1.15875,8.16763,4.1,1.12628,-0.855265,3.55,
1.84402,-0.680867,1,0.409519,0.0592809,3,0.839052,0.946467,3,0.916369,-0.980818,3.5,
0.679257,-2.90751,2,0.740467,0.218623,5.5,0.654783,-0.095773,3,0.808037,-0.0201447,3.67,
1.34042,-0.769853,1,0.891872,-3.73931,3.5,0.977743,1.6919,3.5,0.94072,6.99967,3.8,
0.236143,-0.238828,3,0.721831,1.5138,3.5,0.514016,-0.187381,3.4,0.988374,-1.44513,3.65,
0.327622,-3.18707,5,1.04191,-3.15104,5,0.977978,-2.86693,3.9,0.898028,-0.298154,3.71,
1.10527,-1150.34,6,1.67794,0.0327788,5.5,1.53029,4.4012,3.5,1.09854,1.88453,3.61,
1.92345,-0.47817,3,1.62745,-0.776214,3.5,0.932593,2.91138,3.8,1.03312,-1.01044,3.48,
0.601636,0.622696,5,0.383855,1.325,3,1.07468,-0.832929,3.9,1.1663,0.864724,3.6,
4.07514,0.249096,3,0.538677,-0.150153,4,0.866432,-1.06106,3.4,0.906107,-1.0459,3.76,
0.4119,-1.15431,2,0.368353,1.1281,3,0.618011,1.22829,3.3,1.06298,-0.594165,3.39,
0.027966,-3.65299,4,0.626082,1.58798,5,1.09169,2.56179,3.2,0.964721,1.05891,3.25,
1.58829,0.131298,2,1.61773,-0.475514,3,1.12016,2.82598,3.8,1.0402,0.156431,3.58,
1.24183,0.406629,3,0.772162,-33.423,6,0.887556,0.627614,3.4,1.03337,-0.336155,3.65,
2.1591,-0.384192,3,0.327144,-12.5236,2.5,0.64659,-0.123269,3.3,1.09,0.854978,3.43,
1.58389,-0.529031,3,0.87582,1.8184,4,1.2451,0.664146,3.7,1.01322,-2.72015,3.57,
0.0344595,0.57566,3,0.789888,-0.591894,3.5,1.10569,-7.55711,3.3,0.942239,-0.874007,3.46,
0.142368,-8.33168,5,1.46927,-0.417142,3.5,0.888244,0.712453,2.6,1.25046,0.2196,3.63,
0.0623598,-0.281149,2,0.823232,36.3022,1.5,1.16481,0.349151,2.8,1.03822,-0.556731,3.54,
1.31275,0.224425,3,1.4738,0.655662,6,1.19161,-0.501037,3.4,0.969671,-1.8017,3.51,
0.239522,-0.239934,6,1.73725,0.303057,4,0.409253,0.169833,2.8,0.989525,0.236775,3.42,
0.353231,-14.746,6,0.588066,-1.00412,2,0.466246,-0.357674,4.1,0.860332,1.76365,3.1,
0.75005,-0.639699,2,0.141405,2.33618,2.5,1.29401,-0.432796,3.1,0.752696,-0.466208,3.59,
0.0036116,0.268348,5,0.945831,-1.247,2.5,1.20094,1.97947,3.4,0.95346,-5.25515,3.67,
2.75486,3.99026,1,1.13214,0.74483,4.5,0.982228,1.58944,4,0.923721,-2.17671,3.75,
1.77124,0.0562718,4,1.56021,0.507508,4.5,0.675645,0.9426,3.9,1.0907,0.164248,3.54,
1.391,2.19273,4,0.393311,1.18452,4,0.65745,13.9949,4.6,1.14401,-1.62486,3.42,
0.0905915,0.33888,2,2.19431,-0.558418,3,1.49201,-14.8364,3,0.902626,0.660997,3.46,
1.01734,-0.184122,1,1.99205,0.0273145,3.5,0.982726,-0.321805,3.4,1.31524,-0.543002,3.49,
1.42553,4.0233,3,0.478421,-0.577583,2.5,1.07012,0.00231367,3.7,0.971976,-1.30565,3.19,
0.836734,-13.602,3,0.34058,3.11979,3.5,0.696037,21.6886,3.6,0.850107,-12.4186,3.58,
4.52919,-0.376899,5,0.181371,0.121724,2,1.02183,-4.16624,3.9,0.989635,-1.21368,3.35,
1.4716,0.720476,4,0.456332,-0.576274,3.5,0.747301,6.04519,3,1.14129,-1.85235,3.55,
1.90597,-8.04206,4,1.41199,-1.48696,4,1.28161,2.59205,3.1,1.15157,25.0263,3.58,
0.441235,0.973026,5,0.186677,0.8181,6,1.42581,0.566461,3.2,1.1183,1.52753,3.09,
0.876561,0.185687,3,0.304841,-0.0668084,5.5,0.822242,-0.949232,3.9,0.868583,-0.969425,3.58,
0.226523,8.23035,2,0.617421,-0.338547,3,1.5233,4.97224,3.8,1.18709,1.24414,3.47,
0.823105,6.6158,6,0.346469,0.755323,2,1.22331,1.14355,3.4,1.00137,0.611773,3.27,
0.679545,0.341435,4,0.335266,2.64066,5,0.981552,-0.327927,4.9,0.980597,4.83839,3.34,
1.10537,-16.8574,6,1.63543,-1.38024,2.5,1.20977,0.455667,4.6,0.974756,33.8331,3.45,
0.308272,0.00757331,2,0.401974,0.217523,2,0.922872,1.63711,4.2,0.906844,-0.793701,3.5,
0.0824613,-4.55385,1,0.381107,1.26395,3,1.09205,-0.215181,3.4,0.97177,-0.0738152,3.33,
5.1226,0.137423,1,2.11584,4.17622,6,1.15967,1.09091,3.5,0.970246,-14.5748,3.59,
0.323121,1.30213,3,0.13776,-0.243773,5.5,1.17249,0.737259,4,1.08305,0.79895,3.58,
2.61345,-3.98024,4,0.0804761,52.2848,4,1.19041,-1.67297,3.2,0.949823,0.135511,3.33,
1.12218,-0.822187,6,0.395039,0.102247,1,0.950693,-1.64463,3.9,1.01556,-4.70221,3.61,
0.777043,0.132586,2,1.38026,0.910655,3,0.997186,306.881,4.1,0.809257,-0.0866556,3.45,
0.366348,3.60792,4,0.515198,8.35889,4,1.5025,2.0357,3.2,0.995291,-0.916456,3.59,
0.859319,-2.32705,2,1.34123,2.02502,3.5,0.930884,0.239004,3.7,0.964554,-0.285603,3.36,
0.310573,-0.322743,6,1.76823,-1.17648,4,1.0915,-1.19852,3.2,0.922271,-0.218278,3.55,
4.85226,2.00956,1,0.911786,0.298658,2.5,1.68959,20.1809,3.7,0.894345,-3.38033,3.59,
0.186342,-2.85308,3,0.278678,-1.20873,3.5,0.973203,-0.0767885,3.7,0.958579,9.46512,3.6,
2.11051,0.496887,3,2.20664,-0.390281,2.5,0.93177,-1.3922,2.7,1.0235,-1.95609,3.48,
0.0355916,9.87345,6,0.156019,1.02641,2,1.16037,-18.9385,4.2,0.864089,-3.3257,3.24,
0.136434,0.719028,2,0.229878,-6.51043,6,1.25478,3.85091,3.9,1.03113,5.87067,3.51,
2.20452,-0.0874789,3,0.402593,0.24934,3,0.584694,-1.00865,3.4,1.01824,-0.185835,3.33,
0.0672445,-0.666249,4,0.746115,0.23313,4.5,0.656781,0.369999,3.9,1.01315,-0.470006,3.41,
0.2509,0.246696,2,0.114554,13.657,3,0.699026,-1.57064,3.5,1.16698,0.0237706,3.75,
1.54989,7.5238,1,0.939675,1.25114,2,0.915142,1.95607,3.6,1.20884,0.599679,3.64,
1.45215,-1.30523,2,0.388402,-1.50335,3,0.65971,-0.719599,3,0.829862,-1.01959,3.27,
2.53651,-0.103494,1,0.347254,0.364636,2.5,0.568711,0.363064,4,0.961942,1.23647,3.24,
0.199809,-2.0654,1,0.258438,12.3462,4,1.01147,-0.00229458,3.4,0.945274,0.521396,3.51,
0.259629,0.0122468,2,0.265127,0.525102,3,0.543917,-0.0401226,3.6,1.00942,-5.8649,3.35,
1.01706,7.42798,3,1.08879,0.171696,4,1.0439,-0.678377,3.6,0.912761,-1.16919,3.26,
0.500526,-2.74157,5,0.713665,0.330067,5,1.00811,-2.73896,3.3,0.847799,0.769108,3.64,
0.246868,-0.413426,2,0.507863,28.5882,3,1.07134,4.01542,2.5,0.959248,-12.131,3.64,
2.83089,-1.48544,2,3.11371,34.7958,2,0.812182,-5.88933,3.2,0.988681,-1.08213,3.28,
0.0207224,-0.6395,4,0.81324,-0.525465,4.5,0.527982,-1.07654,3.2,0.842532,-0.0308659,3.81,
0.261288,1.01474,1,1.63948,-17.2733,4,1.02259,1.9504,3.4,0.912324,0.0603017,3.64,
1.57886,-1.75683,4,0.762521,0.73978,5,0.753084,-0.42154,3.2,0.907084,0.408565,3.92,
0.26721,27.6386,6,1.4042,-3.96843,3.5,1.38554,1.30815,3.3,1.05711,0.613858,3.45,
1.18425,-0.570923,1,0.521816,0.448122,4,1.18548,0.0511575,3.3,0.918099,1.10539,3.31,
0.0815167,-2.93297,5,1.03385,16.3353,4,0.315453,1.67257,3.1,1.08044,12.4593,3.3,
0.0768459,8.72804,2,1.02762,-0.180735,3,1.66005,0.592381,3,0.876018,0.353449,3.53,
0.987059,-25.3065,3,0.404584,0.641636,4,0.989268,-0.756552,3.8,1.04126,8.06359,3.62,
7.43203,-0.832154,2,0.951064,0.379052,2,1.39865,-0.803003,2.2,1.05062,-0.782648,3.37,
0.0388938,-3.23081,4,1.24235,0.291055,5.5,0.931154,-2.71381,2.5,0.952315,-1.25393,3.28,
0.44181,-0.270035,1,0.791233,0.00722149,5,0.855337,0.0174059,3,0.949942,-0.0364112,3.47,
1.14647,0.793145,1,0.24781,2.68628,4,0.905229,1.28499,3.1,0.96592,-5.54268,3.63,
0.202405,-0.90451,2,0.988011,-0.163967,3.5,0.596413,0.177225,3.9,1.04184,10.909,3.63,
0.429125,-1.1292,3,1.45449,-0.215724,2.5,0.409434,-1.42513,3.9,0.949928,-0.275252,3.33,
0.262052,1.72223,2,0.807814,1.59676,4.5,1.39876,1.45708,3.5,0.992821,-0.373811,3.7,
3.75158,-4.21359,1,0.173966,-4.48523,2.5,0.80316,-20.2186,2.8,0.969365,0.404755,3.88,
0.364152,-0.159519,5,2.14361,-0.102607,2,0.899697,-0.189394,2.6,1.05906,0.186817,3.52,
1.2938,-4.45012,5,0.933195,1.25187,3,1.44433,-0.377838,3.3,0.995742,1.18026,3.15,
5.84055,-0.30218,6,1.65643,0.656587,4.5,1.35295,0.417,3.6,1.03819,-0.0579437,3.4,
3.28078,-0.646992,3,0.622815,-0.881612,4,1.41988,12.0119,3.5,0.955031,17.019,3.57,
1.77421,0.89536,4,2.26346,0.171006,4.5,0.669527,-13.0467,3.8,0.895348,-0.841925,3.68,
0.426739,0.496079,3,0.468722,2.37415,2.5,0.8827,-1.05865,3.7,0.933727,0.914955,3.55,
0.582981,0.154905,4,0.47197,-2.88058,1.5,1.0123,1.19785,4.4,0.940952,2.27734,3.49,
0.905049,16.6592,5,3.10536,8.97758,4.5,0.568233,4.37202,3.5,1.11752,-1.20551,3.39,
4.77505,1.16538,5,0.498828,0.0342606,3,1.07163,2.11188,3.4,0.910952,2.59325,3.5,
0.765174,-0.665919,5,0.264024,0.102276,2.5,0.837249,5.18181,4,1.1781,2.97324,3.6,
1.19034,-1.19328,3,0.771829,0.189974,2,1.21657,-0.791343,4,1.10384,-1.14271,3.73,
1.57425,-0.389582,5,0.209911,0.65639,2.5,0.890318,-0.456648,3,1.19618,-1.83468,3.61,
0.0760928,13.6258,6,1.64065,-4.71716,3.5,1.55309,0.486093,4.9,0.853989,0.914876,3.46,
0.325276,-0.392989,1,1.31532,0.365057,4,0.789364,0.666329,3.7,1.01967,5.52213,3.52,
0.211244,1.11503,4,1.45508,1.64765,2.5,0.794894,-12.192,4.4,1.06854,1.27544,3.24,
0.698191,0.0850258,3,1.04689,1.5575,4,0.762193,-6.72427,2.7,0.956992,-1.24127,3.4,
0.12128,-0.938049,3,0.464794,-0.467093,2.5,0.627213,-1.79051,4.2,0.87445,0.528678,3.56,
1.33589,-0.0893882,1,1.34237,0.229969,5,1.65337,-3.12338,4.1,1.15341,-2.45337,3.29,
0.766296,-1.04893,6,0.281668,1.86933,3,0.90132,-0.506179,3,0.9648,-0.78698,3.64,
2.00242,0.406133,1,1.07255,0.795034,3,1.46862,3.07535,3,0.941818,1.14127,3.38,
0.263291,0.284913,5,1.01688,-0.887363,4.5,1.28674,-1.21229,3.3,0.912064,-0.125391,3.22,
0.18681,0.901279,5,0.255419,1.03651,3,0.932394,-2.4854,3.5,0.828107,1.65623,3.57,
1.83832,0.963193,4,1.6437,-2.50395,3.5,0.847107,3.05284,3.5,0.913133,-3.04614,3.12,
0.772319,-1.00509,4,0.238336,2.08401,2.5,0.844752,0.323194,4,0.964172,-0.116235,3.59,
0.388224,-31.0011,2,1.18772,0.292478,4,1.07463,4.12947,4.7,1.06636,-0.925878,3.5,
0.104347,1.01352,5,2.03517,0.347529,2.5,0.787164,-0.16552,2.6,0.864146,1.53726,3.48,
0.493628,-0.622567,6,0.237753,1.16584,3.5,0.855954,0.47389,2.3,0.942463,0.676113,3.37,
0.966282,-16.6448,5,1.93784,-1.05196,2,0.978115,-2.21071,3.9,1.01472,0.786033,3.2,
1.15818,0.524487,4,0.643083,1.80719,3,0.774062,-0.347092,4.2,1.08338,-3.2607,3.36,
0.49829,-0.394303,1,0.783794,1.43668,5,0.795793,-0.790258,3.1,1.01241,0.220699,3.8,
1.19235,2.13874,6,0.557456,-0.369518,3.5,1.23693,23.0039,3,1.08302,-0.500547,3.47,
0.0908908,0.870687,5,1.45069,-271.267,3.5,1.20399,0.0663534,2.9,0.916918,1.10199,3.34,
3.05541,0.940978,2,0.102973,-1.15195,1,0.765714,-1.30574,4.2,0.90054,0.0192574,3.58,
2.59825,6.13535,4,0.558069,0.854425,1.5,1.2246,-2.28893,3.4,1.16536,-0.190305,3.53,
